gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available
gt_3118096966414b21,INSR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,958,1012.0,1039,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_46885db53b6cf531,LEPR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,1257,1346.0,1362,35,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_61df4e5e9ce876ed,MAPK1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,657,854.0,876,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_6925bb9b57369884,MAPK3,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,172,197.0,216,111,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_6514a4bcc5411b53,MC1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,624,780.0,848,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_e31188cc7b292717,MC4R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,531,565.0,615,195,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_d14085384e769d40,MTTP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,694,797.0,924,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_9e59531911456d7e,NPY,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,848,941.0,962,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_a0df6f80874b8d26,NPY5R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,481,627.0,641,2,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_1fa305cc7cba8ae9,NR3C1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,584,620.0,654,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_9b4c668b144beda2,OPRM1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,1296,1419.0,1496,53,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_7f572da2369e3b76,PPARA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,660,750.0,802,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_4129badd0cfdf3a3,PPARD,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,519,575.0,687,85,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_00419bc476176825,PPARG,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,731,879.0,914,3,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_5d3db36ffbf5ebc1,SLC6A4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,290,341.0,359,5,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_3bedb9eda24a2e46,SREBF1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,230,274.0,285,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_86b456c209fcf4df,SREBF2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,533,638.0,648,2,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_fa7c0f92ccea41a7,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,304,307.5,311,5,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_2f8ebd8b90936da0,APOL1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,773,793.5,814,10,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency","CSA,MID"
gt_37da45aa8547319c,AXL,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,642,647.0,652,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_815416408d11e054,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,798,812.5,827,16,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,784,793.5,803,72,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,638,649.0,660,55,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,652,683.5,715,173,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,1216,1244.0,1272,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,"CSA,MID"
gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,509,514.5,520,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_9539f4bd41078be3,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,596,611.0,626,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_f8d54415d6cc1cc4,ABCC8,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,839,843.5,848,55,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,2,0,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID"
gt_269d8238b469e256,CALCR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,840,863.5,887,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID"
gt_8af78a546ba0cf73,DGAT1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,266,269.0,272,90,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID"
gt_58d110934e76bc52,FBP1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,888,895.0,902,6,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_ba7da04bd46d78cc,FGFR1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,440,453.0,466,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_7fda23242315d7cb,FGFR4,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,653,657.5,662,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_0f50d04f150328dc,GDF15,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,534,544.5,555,33,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID"
gt_08f7168b97dea82d,GIPR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,534,543.0,552,194,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_9c96bb01f3b324b3,GLP2R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,1096,1097.5,1099,126,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_1985dd04cf146f6a,INSR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,1012,1026.0,1040,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_9a354430dddcf5b3,KCNJ11,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,605,607.5,610,55,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,2,0,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID"
gt_a9cf0a1ee71d1417,MC4R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,565,590.0,615,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID"
gt_049926198a583d6a,METAP2,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,1072,1074.0,1076,35,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_5b728915d445b416,PPARG,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,881,896.5,912,325,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_3d30f4f9e51c0032,SELE,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,999,1005.0,1011,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID"
gt_f49766f3ae4b8a2f,SREBF1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,274,279.5,285,183,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID"
gt_f9d79082a44b2223,TP53,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,565,580.0,595,123,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID"
gt_dab1180e9c6840b2,VEGFA,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,593,599.0,605,28,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID"
gt_26e68f63f1f17429,JAK2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,PRIMARY,False,True,1,CSA,0,1,0,887,887.0,887,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haematocrit,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Polycythemia Vera,CSA
gt_df32c27b840a5558,ACVRL1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,476,476.0,476,19,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_27028081fffa2432,BCL2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,996,996.0,996,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_6d527f983ded21ce,DYRK3,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,570,570.0,570,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_6543c2a00ddc02f5,EGLN1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,658,658.0,658,255,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA
gt_6100c7305905baed,EGLN2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,805,805.0,805,109,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA
gt_e581489a9e9ecfc2,EGLN3,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,2543,2543.0,2543,33,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA
gt_357a52ecdb682313,EPOR,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,487,487.0,487,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA
gt_71c56e5a21360fea,HAMP,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,764,764.0,764,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_4d13eda51c3b314b,IL6,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,765,765.0,765,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_75fe57ef3df525f5,PKLR,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,212,212.0,212,30,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_aa37c9461d658ae6,SLC40A1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,478,478.0,478,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA
gt_709069d1feb6b869,ESR1,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,2117,2117.0,2117,480,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Osteoporosis,CSA
gt_49fc2519dd5d448f,GHRHR,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,759,759.0,759,58,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Osteoporosis,CSA
gt_1a54193972b2aa21,SOST,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,390,390.0,390,180,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Osteoporosis,CSA
gt_95af7ca2e8a7e102,ABCA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,1286,1286.0,1286,73,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_bbdbb86b1024cfac,ADRB1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,497,497.0,497,13,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_d6604f91c9b9bd68,ADRB2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,571,571.0,571,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_1c018fe9f451c0ea,ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,663,663.0,663,177,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_25de020ab85c0f34,APOA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,605,605.0,605,250,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_e4eae46191577e93,APOC3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,599,599.0,599,252,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA
gt_0b0678ba83486ccf,APOE,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,1,612,612.0,612,403,11,True,True,True,True,True,True,True,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipoproteinemia Type II,CSA
gt_cbb5ddcaa2f8a827,CETP,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,805,805.0,805,52,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_af31839ea5782bf6,DGAT2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,450,450.0,450,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_c737d88261852ece,FDFT1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,1342,1342.0,1342,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_478ff02cdcfc6a99,HCAR2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,425,425.0,425,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
